index,japan_date,target_nikkei_open_to_close,us_date,feature_sp500_open_to_close
49,2010-03-16,0.0002873574476098817,2010-03-15,0.0017239257296233212
50,2010-03-17,0.005351649710332529,2010-03-16,0.007498940080077565
51,2010-03-18,-0.00900962005550221,2010-03-17,0.005405469117347961
52,2010-03-19,0.0036009898285527253,2010-03-18,-0.00025730306815585635
53,2010-03-23,-0.001751072625857053,2010-03-22,0.0073968966029380745
54,2010-03-24,-0.0013232617310524608,2010-03-23,0.006601175714404439
55,2010-03-25,-0.0026672010362644993,2010-03-24,-0.0042465939081633985
56,2010-03-26,0.009277410492295468,2010-03-25,-0.003675161081728051
57,2010-03-29,0.007010943606323705,2010-03-26,-0.000847899305945754
58,2010-03-30,0.006798955906904158,2010-03-29,0.0047186458538053255
59,2010-03-31,-0.004379255253067926,2010-03-30,-0.00040892904685840836
60,2010-04-01,0.005857495107543187,2010-03-31,-0.00197989868919346
61,2010-04-02,0.0010564100076571048,2010-04-01,0.0058656243707473354
62,2010-04-05,-0.003631616048547448,2010-04-01,0.0058656243707473354
63,2010-04-06,-0.006024287632999004,2010-04-05,0.007406385589383335
64,2010-04-07,-0.00030802025792953103,2010-04-06,0.002891992152159739
65,2010-04-08,-0.0010259450093474953,2010-04-07,-0.0048644028444685405
66,2010-04-09,0.002659573770815493,2010-04-08,0.003968640919187694
67,2010-04-12,-0.004326215093679919,2010-04-09,0.005810693814831236
68,2010-04-13,-0.003721302429699258,2010-04-12,0.0012888003899909073
69,2010-04-14,-0.0007633299929118431,2010-04-13,0.001137270672869839
70,2010-04-15,-0.0032077849593386,2010-04-14,0.009977628571556485
71,2010-04-16,-0.011428719999186043,2010-04-15,0.0007433487776737913
72,2010-04-19,-0.001909497280679684,2010-04-16,-0.014907028274875445
73,2010-04-20,-0.005422451248771165,2010-04-19,0.004580273366378007
74,2010-04-21,0.005281079989621684,2010-04-20,0.006780428190846122
75,2010-04-22,-0.003542035610193728,2010-04-21,-0.0010107133593655337
76,2010-04-23,-0.0015040325224809914,2010-04-22,0.005114280273238014
77,2010-04-26,0.011431601816615178,2010-04-23,0.007790601817850851
78,2010-04-27,0.009307585996408907,2010-04-26,-0.004124575975475775
79,2010-04-28,-0.007334483207186215,2010-04-27,-0.021662657081327863
80,2010-04-30,-0.00042665660040763775,2010-04-29,0.011296388097853383
81,2010-05-06,-0.014031283055386812,2010-05-05,-0.0028822099357993514
82,2010-05-07,-0.010323063732015303,2010-05-06,-0.031115254742283494
83,2010-05-10,0.012659848072432256,2010-05-07,-0.014338473895860737
84,2010-05-11,-0.02181108571149637,2010-05-10,0.033378741555571745
85,2010-05-12,-0.00678450020161081,2010-05-11,-0.0005188349763811662
86,2010-05-13,0.007377594019005285,2010-05-12,0.014055364218904076
87,2010-05-14,0.0008714269672640551,2010-05-13,-0.010768945707486988
88,2010-05-17,-0.009062542100871873,2010-05-14,-0.018588035486355015
89,2010-05-18,-0.006835939626850807,2010-05-17,0.0003694804031459942
90,2010-05-19,0.009864826951662131,2010-05-18,-0.015788809081813238
91,2010-05-20,-0.009043805489632462,2010-05-19,-0.004037172912616294
92,2010-05-21,-0.004000452502541885,2010-05-20,-0.03228457484013647
93,2010-05-24,0.00034958069337509556,2010-05-21,0.019142412770728257
94,2010-05-25,-0.01788283873437635,2010-05-24,-0.010260149138278885
95,2010-05-26,-0.0046710379519536716,2010-05-25,0.006192487567622473
96,2010-05-27,0.023400881853798516,2010-05-26,-0.007029277761345543
97,2010-05-28,-0.004393110326692318,2010-05-27,0.026799630017658282
98,2010-05-31,0.003413340052748959,2010-05-28,-0.01195361108770776
99,2010-06-01,-0.0036348356719646535,2010-05-28,-0.01195361108770776
100,2010-06-02,-0.0001259791984855596,2010-06-01,-0.015258058627428128
101,2010-06-03,0.015920993748443912,2010-06-02,0.023643763698652842
102,2010-06-04,-0.0008123533688865203,2010-06-03,0.0036493783892144194
103,2010-06-07,-0.01901635180864636,2010-06-04,-0.030543636997894863
104,2010-06-08,0.009435111824523723,2010-06-07,-0.0144205468082238
105,2010-06-09,-0.0038457241607323667,2010-06-08,0.010648871615508648
106,2010-06-10,0.006950685284128344,2010-06-09,-0.006643197924017907
107,2010-06-11,0.000405067287071903,2010-06-10,0.02651184466055234
108,2010-06-14,0.0055898539350234255,2010-06-11,0.008266707587910371
109,2010-06-15,0.004290143986091621,2010-06-14,-0.004904105129851621
110,2010-06-16,0.0023947568166653443,2010-06-15,0.02201228030452862
111,2010-06-17,-0.000984050690611138,2010-06-16,0.0005295827812508147
112,2010-06-18,-0.0032868968585165748,2010-06-17,5.38169096231389e-05
113,2010-06-21,0.012734870108768614,2010-06-18,0.0012094821034598358
114,2010-06-22,-0.0018772874531232109,2010-06-21,-0.00854130118453178
115,2010-06-23,-0.004943327452872737,2010-06-22,-0.016689079282578567
116,2010-06-24,0.0025972647903416135,2010-06-23,-0.003221982529293621
117,2010-06-25,-0.004215256193482508,2010-06-24,-0.015803132607854264
118,2010-06-28,-0.006657477681653923,2010-06-25,0.0015440742418235676
119,2010-06-29,-0.01520110952544318,2010-06-28,-0.00271930738834103
120,2010-06-30,-0.0014697621535725292,2010-06-29,-0.0278778695100127
121,2010-07-01,-0.011322181705118228,2010-06-30,-0.0094661500553479
122,2010-07-02,-0.0033406692696180684,2010-07-01,-0.0036174770216926833
123,2010-07-05,0.003984861694203756,2010-07-02,-0.0049335933477056
124,2010-07-06,0.019628113604076125,2010-07-02,-0.0049335933477056
125,2010-07-07,-0.004602725181198419,2010-07-06,-2.9090087012573207e-05
126,2010-07-08,0.007705939610696877,2010-07-07,0.03084953357544684
127,2010-07-09,-0.001697609829233171,2010-07-08,0.006896055913557131
128,2010-07-12,0.0008008646554087395,2010-07-09,0.006968669722092535
129,2010-07-13,-0.005800104427329922,2010-07-12,0.0014110445854733644
130,2010-07-14,0.009038396536183324,2010-07-13,0.01359361594815578
131,2010-07-15,-0.0016090248739502044,2010-07-14,-0.0004015492849938074
132,2010-07-16,-0.02005227995765768,2010-07-15,0.001845676957903164
133,2010-07-21,-0.013317662481588388,2010-07-20,0.01780123683724688
134,2010-07-22,0.0004990743812616216,2010-07-21,-0.015717814455424084
135,2010-07-23,0.005419956579963747,2010-07-22,0.020081359713017388
136,2010-07-26,-0.0017929624786701126,2010-07-23,0.009604722536136645
137,2010-07-27,-0.0016630780453782412,2010-07-26,0.01098930533073239
138,2010-07-28,0.014436553302989763,2010-07-27,-0.0031503003305980437
139,2010-07-29,0.0044035554588002235,2010-07-28,-0.006029582998085314
140,2010-07-30,-0.012559834433674588,2010-07-29,-0.005902079570057617
141,2010-08-02,-0.0004522445004713216,2010-07-30,0.0028768383782931117
142,2010-08-03,-0.002321863183141537,2010-08-02,0.016550301635003484
143,2010-08-04,-0.012228860843492506,2010-08-03,-0.0043364716717008145
144,2010-08-05,0.0014086721365744737,2010-08-04,0.005512578557456571
145,2010-08-06,0.008521358195713091,2010-08-05,2.6674213517319245e-05
146,2010-08-09,0.0038781847702902272,2010-08-06,-0.00038315939398148036
147,2010-08-10,-0.008195240911019086,2010-08-09,0.0044442376357065605
148,2010-08-11,-0.013815159273070088,2010-08-10,-0.00165638271539581
149,2010-08-12,0.00954464989145487,2010-08-11,-0.024550352841988143
150,2010-08-13,0.004194377575584385,2010-08-12,0.0019695277964268953
151,2010-08-16,0.005625911334099731,2010-08-13,-0.0027443318211872736
152,2010-08-17,0.00790222954304065,2010-08-16,0.0017540902148207582
153,2010-08-18,-0.0022631281042487794,2010-08-17,0.010525735805103853
154,2010-08-19,0.012965695151694767,2010-08-18,0.0019046939864317824
155,2010-08-20,-0.006491842126263303,2010-08-19,-0.015387515492887194
156,2010-08-23,-0.0033397837932248597,2010-08-20,-0.0036630286052607985
157,2010-08-24,-0.0032644064238480652,2010-08-23,-0.005589923308008116
158,2010-08-25,-0.006631610567366386,2010-08-24,-0.01065646780946472
159,2010-08-26,-0.00017277269033832976,2010-08-25,0.006053476428692139
160,2010-08-27,0.020381372157316724,2010-08-26,-0.008577326411994157
161,2010-08-30,0.0008543032172843024,2010-08-27,0.014600575642013114
162,2010-08-31,-0.01941817110810462,2010-08-30,-0.013152676778285577
163,2010-09-01,0.0106074743624327,2010-08-31,0.002340240677487504
164,2010-09-02,-0.0007475807530957779,2010-09-01,0.029122117529019276
165,2010-09-03,0.0018180682297810336,2010-09-02,0.008735347942626204
166,2010-09-06,0.011014150617941754,2010-09-03,0.009967012518232066
167,2010-09-07,-0.0006520275687919019,2010-09-03,0.009967012518232066
168,2010-09-08,-0.008161543239285751,2010-09-07,-0.00975876111361873
169,2010-09-09,-0.0024286270911735297,2010-09-08,0.005959582786740247
170,2010-09-10,0.011707949505872062,2010-09-09,0.0027516952546837725
171,2010-09-13,-0.00040955216816040974,2010-09-10,0.004508634836384751
172,2010-09-14,-0.00216647134368797,2010-09-13,0.007652391361336441
173,2010-09-16,-0.010858211634919845,2010-09-15,0.005038182206586805
174,2010-09-17,0.004637974807396583,2010-09-16,0.000685137799263158
175,2010-09-21,-0.010181502342379689,2010-09-20,0.014326686684304812
176,2010-09-22,0.0003262628747466856,2010-09-21,-0.002660013943630135
177,2010-09-24,0.0038823240453507157,2010-09-23,-0.005543293843678132
178,2010-09-27,0.004788925268017996,2010-09-24,0.015004200282952906
179,2010-09-28,-0.00537030954590656,2010-09-27,-0.0056414371657889095
180,2010-09-29,0.0030776416415549956,2010-09-28,0.004718414704988572
181,2010-09-30,-0.01941222054535985,2010-09-29,-0.0017615169228253347
182,2010-10-01,-0.003843968796407471,2010-09-30,-0.004162429778437615
183,2010-10-04,-0.00317294715186045,2010-10-01,0.002404918297042924
184,2010-10-05,0.019419699445528016,2010-10-04,-0.006925946680381712
185,2010-10-06,0.010737892893615264,2010-10-05,0.0175947201178539
186,2010-10-07,0.0024551812420878782,2010-10-06,0.00013787784317798035
187,2010-10-08,-0.008961723506036301,2010-10-07,-0.0030216757127073945
188,2010-10-12,-0.026941781081189387,2010-10-11,0.0
189,2010-10-13,-0.007417367279408338,2010-10-12,0.004715352059839528
190,2010-10-14,0.007182198984475141,2010-10-13,0.005788366635738784
191,2010-10-15,-0.005335445576624909,2010-10-14,-0.0034044997352493667
192,2010-10-18,-0.0020161902643354157,2010-10-15,-0.0010871014367446197
193,2010-10-19,0.005201252293202341,2010-10-18,0.006695958785099432
194,2010-10-20,-0.001920367300894843,2010-10-19,-0.010809059658622777
195,2010-10-21,-0.007144227274301862,2010-10-20,0.009796573192491165
196,2010-10-22,0.0024053489028004194,2010-10-21,0.00037299206370144944
197,2010-10-25,-0.0024702021951527042,2010-10-22,0.0021684820935556903
198,2010-10-26,-0.000976921453122337,2010-10-25,0.0007427831339079649
199,2010-10-27,-0.005190699607574678,2010-10-26,0.0006414234036300481
200,2010-10-28,-0.0002753960329420213,2010-10-27,-0.0011741575623139822
201,2010-10-29,-0.013380128621780285,2010-10-28,-0.0005824895719732659
202,2010-11-01,-0.0013232335348989377,2010-10-29,-0.0005152469055541564
203,2010-11-02,0.002155316327635104,2010-11-01,-0.0011216537757985368
204,2010-11-04,0.00818614167240983,2010-11-03,0.003493011114646949
205,2010-11-05,0.013198180131311688,2010-11-04,0.0189596386847406
206,2010-11-08,0.0034155257669579164,2010-11-05,0.0038077502456499435
207,2010-11-09,0.00279803169041859,2010-11-08,8.18299410165757e-06
208,2010-11-10,0.008402139046861379,2010-11-09,-0.008327905336669272
209,2010-11-11,-0.0016855845938557046,2010-11-10,0.004591346606167779
210,2010-11-12,-0.00871433453380821,2010-11-11,0.00041218754855476547
211,2010-11-15,0.0046410654174686705,2010-11-12,-0.008155016491663947
212,2010-11-16,-0.009675774966219963,2010-11-15,-0.002240796322637295
213,2010-11-17,0.012219914330736659,2010-11-16,-0.013768170728218676
214,2010-11-18,0.01965565048118134,2010-11-17,0.00022065955659456016
215,2010-11-19,-0.010118697865205473,2010-11-18,0.010931312697993745
216,2010-11-22,-0.001804911858162006,2010-11-19,0.003018079595942913
217,2010-11-24,0.00880763991454403,2010-11-23,-0.009878348358006828
218,2010-11-25,-0.003764618493114047,2010-11-24,0.012376467870560237
219,2010-11-26,-0.0038231722513760724,2010-11-24,0.012376467870560237
220,2010-11-29,0.004995213945736321,2010-11-26,-0.00398607358258718
221,2010-11-30,-0.013233906099856307,2010-11-29,-0.0011100567984023701
222,2010-12-01,0.004854222514345308,2010-11-30,-0.002037188230331277
223,2010-12-02,0.001711051452950807,2010-12-01,0.016408200829020503
224,2010-12-03,-0.0052248933722987,2010-12-02,0.012197421291199495
225,2010-12-06,-0.0007862229779039831,2010-12-03,0.00391818138427058
226,2010-12-07,-0.0011642278862588062,2010-12-06,-0.0006128101865330304
227,2010-12-08,0.0031538643886181994,2010-12-07,-0.0028519046649011504
228,2010-12-09,0.0007793215455802471,2010-12-08,0.0026611889713217263
229,2010-12-10,-0.015592314888094538,2010-12-09,0.002324926689243556
230,2010-12-13,0.00796768289534322,2010-12-10,0.005308626622142265
231,2010-12-14,0.004289946664423061,2010-12-13,-0.0016579681303864335
232,2010-12-15,-0.0027431797174732875,2010-12-14,-0.00020131418450108907
233,2010-12-16,0.0013343207496550047,2010-12-15,-0.005114431458861146
234,2010-12-17,-0.0003240311138086316,2010-12-16,0.005281742463564498
235,2010-12-20,-0.007783155518853113,2010-12-17,0.00022517090756535296
236,2010-12-21,0.00908721961506087,2010-12-20,0.00105955102003219
237,2010-12-22,-0.00019326508911521323,2010-12-21,0.004137824170024507
238,2010-12-24,0.00031342084598340314,2010-12-23,-0.0006043670909791077
239,2010-12-27,0.006135370955309805,2010-12-23,-0.0006043670909791077
240,2010-12-28,-0.003618571875593779,2010-12-27,0.0022954464192330715
241,2010-12-29,0.006000306943417133,2010-12-28,-0.0004685615374092622
242,2010-12-30,-0.007202661888335071,2010-12-29,0.0007944199754730263
243,2011-01-04,0.004434730987544766,2011-01-03,0.011330926715006795
244,2011-01-05,-0.0006912493733114422,2011-01-04,-0.0021603363097413286
245,2011-01-06,0.004985935289281818,2011-01-05,0.006131897663290475
246,2011-01-07,0.0032665107086879974,2011-01-06,-0.0019118408840319567
247,2011-01-11,0.002485504483827672,2011-01-10,-0.0008576735463374785
248,2011-01-12,-0.004684638872387792,2011-01-11,0.0014930491440028337
249,2011-01-13,-0.0003492905364389509,2011-01-12,0.008082104281049274
250,2011-01-14,-0.00035509607027017775,2011-01-13,-0.0015710459683797584
251,2011-01-17,-0.005607743643891494,2011-01-14,0.008059837573886508
252,2011-01-18,0.0055386873074900755,2011-01-14,0.008059837573886508
253,2011-01-19,-0.0010200980288423978,2011-01-18,0.001391912334253842
254,2011-01-20,-0.00524295299314903,2011-01-19,-0.009733318446863426
255,2011-01-21,-0.017642203024689773,2011-01-20,-0.00046060493543953474
256,2011-01-24,0.0025692190017154726,2011-01-21,-0.00021815421563053938
257,2011-01-25,0.00865382090172373,2011-01-24,0.005883258287680659
258,2011-01-26,-0.0008058995864687057,2011-01-25,0.0023366556145072437
259,2011-01-27,0.0011771366766155644,2011-01-26,0.0036069214342120404
260,2011-01-28,-0.009555203052616146,2011-01-27,0.001564557715621584
261,2011-01-31,0.0017553314490037497,2011-01-28,-0.01792051505043546
262,2011-02-01,-0.0006856752942329125,2011-01-31,0.007536228058901306
263,2011-02-02,0.008572122316319986,2011-02-01,0.014311828786810699
264,2011-02-03,0.0006408507755408799,2011-02-02,-0.0014396128627600646
265,2011-02-04,0.0016273274488791678,2011-02-03,0.003323653438267904
266,2011-02-07,-0.004629111718410628,2011-02-04,0.002953294406868867
267,2011-02-08,-0.000850143630881206,2011-02-07,0.005488488299869587
268,2011-02-09,-0.006446285689169051,2011-02-08,0.004405605629844711
269,2011-02-10,0.0029173683197127875,2011-02-09,-0.0012098297211050602
270,2011-02-14,0.003357420226668628,2011-02-11,0.007955037661318443
271,2011-02-15,0.0007319574400714846,2011-02-14,0.002701802377520046
272,2011-02-16,0.004594323737348471,2011-02-15,-0.001818993744588271
273,2011-02-17,-0.0042516668012669845,2011-02-16,0.005122140091775584
274,2011-02-18,0.0012604325889051804,2011-02-17,0.004541512935636538
275,2011-02-21,0.0033962430685532397,2011-02-18,0.0019621337779076597
276,2011-02-22,-0.007521212511173769,2011-02-18,0.0019621337779076597
277,2011-02-23,-0.0009180156842896192,2011-02-22,-0.017529253029922143
278,2011-02-24,-0.007641574534092643,2011-02-23,-0.006111960522950599
279,2011-02-25,0.0048664148022237175,2011-02-24,-0.0007574002251281575
280,2011-02-28,0.011380774811932559,2011-02-25,0.009592026091416406
281,2011-03-01,0.0072862765687899955,2011-02-28,0.004244811566000761
282,2011-03-02,-0.011018691901059863,2011-03-01,-0.016791650370136746
283,2011-03-03,0.0053419972614845435,2011-03-02,0.002275020314351117
284,2011-03-04,-0.003471280577100444,2011-03-03,0.014172813806426987
285,2011-03-07,-0.011475538036744504,2011-03-04,-0.007199023239344848
286,2011-03-08,0.0011519318289696656,2011-03-07,-0.009518239762888014
287,2011-03-09,-0.001671545537002883,2011-03-08,0.008214711155050125
288,2011-03-10,-0.010408635062329696,2011-03-09,7.574366825946477e-05
289,2011-03-11,-0.0042927961795621306,2011-03-10,-0.01566441629714599
290,2011-03-14,-0.042181652719482154,2011-03-11,0.008388529054824678
291,2011-03-15,-0.08859774147571542,2011-03-14,-0.0036888747792078735
292,2011-03-16,0.037243307324563935,2011-03-15,-0.005114606600206351
293,2011-03-17,0.005533308426287409,2011-03-16,-0.017648036471686446
294,2011-03-18,0.013518326504131206,2011-03-17,0.009598834419646707
295,2011-03-22,0.021830205313830398,2011-03-21,0.013053470253237442
296,2011-03-23,-0.014692864930463623,2011-03-22,-0.0034815175309470536
297,2011-03-24,-0.004721609051512199,2011-03-23,0.004140333773553273
298,2011-03-25,-0.003069403746499999,2011-03-24,0.006958311046396215
299,2011-03-28,-0.006626607013864416,2011-03-25,0.0015246225991427664
300,2011-03-29,0.011817862927748779,2011-03-28,-0.003998639219180533
301,2011-03-30,0.02310765032687212,2011-03-29,0.007690680500251679
302,2011-03-31,-0.0010425368015490877,2011-03-30,0.0048188541002647245
303,2011-04-01,-0.005010681627450664,2011-03-31,-0.0012128498633670048
304,2011-04-04,-0.005629324081449338,2011-04-01,0.0022039096142723036
305,2011-04-05,-0.011992072113583219,2011-04-04,-0.0005174596165471446
306,2011-04-06,-0.0086614893014193,2011-04-05,0.00045042196702893555
307,2011-04-07,-0.00639417161373057,2011-04-06,-0.00029934155822086694
308,2011-04-08,0.0189763125140201,2011-04-07,-0.0009813582176976254
309,2011-04-11,-0.0011940946155655219,2011-04-08,-0.0059798153140243615
310,2011-04-12,-0.005023193041599372,2011-04-11,-0.0034236377413947583
311,2011-04-13,0.01310142252929114,2011-04-12,-0.005900274583415466
312,2011-04-14,0.007738153186054086,2011-04-13,0.000289190409914708
313,2011-04-15,-0.005670635426422432,2011-04-14,0.002585567133550848
314,2011-04-18,-0.0038317725424312776,2011-04-15,0.003910124070548138
315,2011-04-19,-0.0008064767847756338,2011-04-18,-0.006251160079275286
316,2011-04-20,0.007343170306849389,2011-04-19,0.005076612326578855
317,2011-04-21,-5.161945972975701e-05,2011-04-20,0.008520824698269092
318,2011-04-22,0.006152962790969552,2011-04-21,0.0031127595950124487
319,2011-04-25,-0.0034968862569704218,2011-04-21,0.0031127595950124487
320,2011-04-26,-0.0071399387005390835,2011-04-25,-0.0014134754982516595
321,2011-04-27,0.006261681020598209,2011-04-26,0.007847383754909343
322,2011-04-28,0.010296048068057395,2011-04-27,0.005361776422034392
323,2011-05-02,0.003995282027258185,2011-04-29,0.0025511863968077364
324,2011-05-06,0.0008171436196082738,2011-05-05,-0.006740312435549511
325,2011-05-09,-0.008833531149352258,2011-05-06,-2.9874546940700242e-05
326,2011-05-10,0.0014779514505200986,2011-05-09,0.004544163641626575
327,2011-05-11,-0.0048646454615491885,2011-05-10,0.006541427668806721
328,2011-05-12,-0.005532819061114913,2011-05-11,-0.00917678985117898
329,2011-05-13,-0.010529783981449103,2011-05-12,0.006913602210223635
330,2011-05-16,-0.0013404977554467568,2011-05-13,-0.00809668815622222
331,2011-05-17,0.005625640537131549,2011-05-16,-0.003970758071106695
332,2011-05-18,0.00616483763568243,2011-05-17,0.0021717856389673607
333,2011-05-19,-0.009319021213162193,2011-05-18,0.009137861330098973
334,2011-05-20,-0.0006023215742972932,2011-05-19,0.0008938849449133812
335,2011-05-23,-0.009136127418927442,2011-05-20,-0.006505201541542438
336,2011-05-24,0.007562149694994247,2011-05-23,-0.01177728986808213
337,2011-05-25,-0.007326870672435537,2011-05-24,-0.0010775760246004573
338,2011-05-26,0.00658981394585223,2011-05-25,0.0031222351008071136
339,2011-05-27,0.0008177572491661067,2011-05-26,0.0038238480598793423
340,2011-05-30,0.0016006116777558255,2011-05-27,0.004080919686204165
341,2011-05-31,0.02032828108916651,2011-05-27,0.004080919686204165
342,2011-06-01,0.0011908207217290467,2011-05-31,0.010592724697279676
343,2011-06-02,-0.0005846731667804583,2011-06-01,-0.02278464425831217
344,2011-06-03,-0.006112699191108573,2011-06-02,-0.0012248353901096465
345,2011-06-06,-0.009191624150672983,2011-06-03,-0.009733809463420173
346,2011-06-07,0.007655386516153051,2011-06-06,-0.01083626791140968
347,2011-06-08,0.002210275044596477,2011-06-07,-0.001065153131895591
348,2011-06-09,0.00589057991774089,2011-06-08,-0.00394661985925282
349,2011-06-10,-0.0023487249895655093,2011-06-09,0.007322425295932078
350,2011-06-13,0.004577253759883382,2011-06-10,-0.013673750932034268
351,2011-06-14,0.010686133879922677,2011-06-13,0.0004089462341803074
352,2011-06-15,-0.0015871174738832927,2011-06-14,0.012301351004113892
353,2011-06-16,-0.007105416099970729,2011-06-15,-0.01743184580508239
354,2011-06-17,-0.009733856189684365,2011-06-16,0.0016672740296290733
355,2011-06-20,-0.003082082644442319,2011-06-17,0.0023018209702712067
356,2011-06-21,0.004164403328868804,2011-06-20,0.005395190996116739
357,2011-06-22,0.010937212934043705,2011-06-21,0.013391735599374899
358,2011-06-23,0.004082616871894151,2011-06-22,-0.006437741953599918
359,2011-06-24,0.005430910019047497,2011-06-23,-0.002409432336982431
360,2011-06-27,-0.005772349366972573,2011-06-24,-0.011371498508562339
361,2011-06-28,-0.0019682744780274986,2011-06-27,0.00919242117743524
362,2011-06-29,0.0030046969009251967,2011-06-28,0.012857330836387737
363,2011-06-30,-0.0022362064536314286,2011-06-29,0.00814285290708261
364,2011-07-01,-0.001075053142224669,2011-06-30,0.009941574022186206
365,2011-07-04,-0.0015100271202123094,2011-07-01,0.014409702179091433
366,2011-07-05,0.0013123607933194226,2011-07-01,0.014409702179091433
367,2011-07-06,0.009535204260431973,2011-07-05,-0.0012764808494611923
368,2011-07-07,0.0023876678341436808,2011-07-06,0.001241000057313535
369,2011-07-08,-0.006660927309093845,2011-07-07,0.010152114506732035
370,2011-07-11,5.1694041878658226e-05,2011-07-08,-0.00635169272714986
371,2011-07-12,-0.0017499577684453316,2011-07-11,-0.017732368046369795
372,2011-07-13,0.0072822255858890905,2011-07-12,-0.004524041777036469
373,2011-07-14,0.0006989932608669758,2011-07-13,0.0024877474629860785
374,2011-07-15,0.005532474999163206,2011-07-14,-0.006731217981485016
375,2011-07-19,-0.0032031722458801815,2011-07-18,-0.007979087547703267
376,2011-07-20,-0.00020979310301760812,2011-07-19,0.015041302292585712
377,2011-07-21,-0.0009531774482114397,2011-07-20,-0.0021224905444801045
378,2011-07-22,0.0034882725622786825,2011-07-21,0.013691414837852633
379,2011-07-25,-0.0030563531458640547,2011-07-22,0.0009078513609139804
380,2011-07-26,0.0019089442969260073,2011-07-25,-0.005125188090189581
381,2011-07-27,-0.00011438845424949218,2011-07-26,-0.004075156224057963
382,2011-07-28,-0.0035846055857736703,2011-07-27,-0.020286670148777275
383,2011-07-29,-0.003424612792400028,2011-07-28,-0.0031957343308215425
384,2011-08-01,0.005851366940471614,2011-07-29,-0.006030186328767173
385,2011-08-02,-0.002793719956530216,2011-08-01,-0.004371087942398488
386,2011-08-03,-0.006994306667176486,2011-08-02,-0.025268940651833605
387,2011-08-04,-0.0027174965154096453,2011-08-03,0.004855464078383553
388,2011-08-05,-0.017877010278020133,2011-08-04,-0.04773734565282328
389,2011-08-08,-0.007864007339072776,2011-08-05,-0.000749845362827295
390,2011-08-09,0.0036671227786457816,2011-08-08,-0.06593353315784523
