index,total_return,annual_return,annual_volatility,sharpe,max_drawdown,win_rate
0 bps,0.8329037863906648,0.1353284647498434,0.10363922839291549,1.3057648811971867,-0.11309821096858019,0.22111388196176227
2.5 bps,0.5888212943893534,0.10184488456999508,0.10357283416413088,0.9833165751610355,-0.12319972542370139,0.2169576059850374
5 bps,0.3771933733350328,0.06934081573135176,0.10354437157872637,0.6696724763898043,-0.13347033648782725,0.2119700748129676
10 bps,0.03463723771537164,0.007158350011118753,0.10360132472662888,0.06909515906294995,-0.18206476665948623,0.20781379883624274
20 bps,-0.4163022860356693,-0.10664942022030754,0.10416900120114542,-1.0238114889320342,-0.48323011243220027,0.19783873649210307
50 bps,-0.8955541062739688,-0.37701012947220114,0.10936100222213443,-3.447390951176699,-0.8985264710249312,0.1662510390689942
